Date,Description,Amount,Payment_Method,Category
2025-08-11,MOVIE TICKET TXN16902,2477.02,Cash,Entertainment
2025-08-11,MISCELLANEOUS PAYMENT TXN51362,9692.28,Wallet,Other
2025-08-11,UPI AJIO PURCHASE HYD,10976.93,Wallet,Shopping
2025-08-11,PG RENT PAYMENT TXN64849,12577.24,Credit Card,Rent
2025-08-11,VI MOBILE RECHARGE,3420.33,UPI,Bills
2025-08-11,UPI INVESTMENT ACCOUNT BLR,26161.39,UPI,Investment
2025-08-11,UPI AMAZON PURCHASE CHENNAI,7835.11,Cash,Shopping
2025-08-11,MEDICAL STORE,9765.63,Credit Card,Healthcare
2025-08-11,FIXED DEPOSIT REF286454,9361.19,Net Banking,Investment
2025-08-11,UPI SPOTIFY PREMIUM BLR,2876.7,Credit Card,Entertainment
2025-08-11,AMAZON PRIME REF335490,2304.63,Wallet,Entertainment
2025-08-11,MEDICAL STORE,3321.99,Net Banking,Healthcare
2025-08-11,TEA SHOP UPI TXN80622,911.02,Credit Card,Food
2025-08-12,BAKERY PURCHASE,848.78,Wallet,Food
2025-08-12,MYNTRA SHOPPING,519.66,Credit Card,Shopping
2025-08-12,MEDICAL STORE,7140.7,Wallet,Healthcare
2025-08-12,ROOM RENT,12793.84,UPI,Rent
2025-08-12,CERTIFICATION EXAM,11559.09,UPI,Education
2025-08-12,AMAZON PRIME REF212724,298.83,Net Banking,Entertainment
2025-08-12,DMART PURCHASE,2598.42,Debit Card,Shopping
2025-08-13,CASH WITHDRAWAL,2264.98,Net Banking,Other
2025-08-13,ACT FIBERNET,440.31,UPI,Bills
2025-08-13,UPI DONATION PAYMENT GUNTUR,9542.98,Wallet,Other
2025-08-13,UPI HOUSE RENT CHENNAI,17406.78,UPI,Rent
2025-08-13,SIP INVESTMENT REF275543,12930.96,Cash,Investment
2025-08-13,PG RENT PAYMENT REF377107,24323.77,Net Banking,Rent
2025-08-13,TRAINING PROGRAM,18737.6,Debit Card,Education
2025-08-13,MUTUAL FUND INVESTMENT TXN38831,13065.11,Net Banking,Investment
2025-08-13,AMAZON PURCHASE,12954.38,Net Banking,Shopping
2025-08-13,UPI ACT FIBERNET HYD,4616.5,Debit Card,Bills
2025-08-13,MOBILE POSTPAID BILL REF759927,1099.58,Cash,Bills
2025-08-13,RECURRING DEPOSIT,27833.65,Credit Card,Investment
2025-08-13,ATM FEE,3432.91,Wallet,Other
2025-08-14,RAILWAY TICKET,2601.14,Debit Card,Transport
2025-08-14,CASH WITHDRAWAL REF916782,1534.69,Debit Card,Other
2025-08-14,MCDONALDS ORDER,1195.61,Debit Card,Food
2025-08-14,UPI ATM FEE GUNTUR,5106.61,UPI,Other
2025-08-14,UPI PHARMACY UPI BLR,9065.22,Cash,Healthcare
2025-08-14,ELECTRONICS STORE REF596909,13744.13,Net Banking,Shopping
2025-08-14,MEDICAL STORE,9782.5,Debit Card,Healthcare
2025-08-14,APARTMENT RENT TXN47171,10430.61,Debit Card,Rent
2025-08-14,RECURRING DEPOSIT,8835.3,Cash,Investment
2025-08-14,ENTERTAINMENT EVENT,2138.13,Wallet,Entertainment
2025-08-15,UPI MONTHLY RENT HYD,16766.44,Net Banking,Rent
2025-08-15,AUTO RICKSHAW UPI,1863.59,Net Banking,Transport
2025-08-15,ELECTRICITY BILL,5852.75,Credit Card,Bills
2025-08-15,RAILWAY TICKET TXN89637,1717.57,UPI,Transport
2025-08-15,JIO RECHARGE REF860707,2615.65,Cash,Bills
2025-08-15,PHARMACY UPI TXN18050,6330.07,Debit Card,Healthcare
2025-08-15,HOTSTAR SUBSCRIPTION REF885657,3212.49,Debit Card,Entertainment
2025-08-15,UPI MEDICAL STORE BLR,5127.83,Cash,Healthcare
2025-08-15,WATER BILL REF313137,4171.17,UPI,Bills
2025-08-15,ROOM RENT,17056.16,UPI,Rent
2025-08-16,AMAZON PURCHASE TXN82523,14027.9,Wallet,Shopping
2025-08-16,FLIPKART ORDER TXN21343,5162.92,Credit Card,Shopping
2025-08-16,INVESTMENT ACCOUNT,22668.07,Debit Card,Investment
2025-08-16,PG RENT PAYMENT TXN21349,21925.61,UPI,Rent
2025-08-16,HOSTEL RENT,16742.82,UPI,Rent
2025-08-16,HOUSE RENT,21224.78,Net Banking,Rent
2025-08-16,PERSONAL TRANSFER,4413.48,Wallet,Other
2025-08-16,COLLEGE FEE,8241.78,Debit Card,Education
2025-08-16,CERTIFICATION EXAM TXN10322,18204.64,Cash,Education
2025-08-16,YOUTUBE PREMIUM TXN88087,368.21,Cash,Entertainment
2025-08-16,CERTIFICATION EXAM,5604.52,UPI,Education
2025-08-16,AMAZON PURCHASE REF757649,2384.02,UPI,Shopping
2025-08-16,UPI METRO TICKET GUNTUR,938.92,Wallet,Transport
2025-08-17,UPI RAPIDO RIDE BLR,67.14,Wallet,Transport
2025-08-17,METRO TICKET,918.99,Net Banking,Transport
2025-08-17,GROCERY FOOD STORE,847.4,Wallet,Food
2025-08-17,UPI PG RENT PAYMENT BLR,8344.86,Credit Card,Rent
2025-08-17,MEDPLUS PHARMACY,1278.92,Credit Card,Healthcare
2025-08-17,UPI GIFT PURCHASE GUNTUR,5327.01,Credit Card,Other
2025-08-17,CASH WITHDRAWAL REF901144,2424.21,Wallet,Other
2025-08-17,UPI RECURRING DEPOSIT GUNTUR,17871.14,Credit Card,Investment
2025-08-17,GIFT PURCHASE,8565.73,Credit Card,Other
2025-08-17,AIRTEL RECHARGE TXN32560,4153.53,Debit Card,Bills
2025-08-18,UPI BUS TICKET HYD,2907.44,Wallet,Transport
2025-08-18,SWIGGY ORDER REF823791,234.1,Wallet,Food
2025-08-18,UPI TRANSFER,4019.34,UPI,Other
2025-08-18,GAS BILL PAYMENT TXN62005,5417.55,Debit Card,Bills
2025-08-18,YOUTUBE PREMIUM,2945.55,Net Banking,Entertainment
2025-08-18,ELECTRICITY BILL TXN64270,946.92,Credit Card,Bills
2025-08-19,UPI ACT FIBERNET HYD,4272.28,UPI,Bills
2025-08-19,HOSTEL FEE RENT TXN59707,20162.9,UPI,Rent
2025-08-19,UPI INDEX FUND SIP HYD,9704.59,UPI,Investment
2025-08-19,HOUSE RENT,16165.99,Wallet,Rent
2025-08-20,DOMINOS PIZZA TXN91528,1352.37,Cash,Food
2025-08-20,INVESTMENT ACCOUNT,28636.06,Debit Card,Investment
2025-08-20,EYE HOSPITAL,3580.59,UPI,Healthcare
2025-08-20,BOOK STORE,4689.35,Cash,Education
2025-08-20,DIAGNOSTIC LAB TXN97634,9123.33,Credit Card,Healthcare
2025-08-20,STOCK INVESTMENT,27139.16,UPI,Investment
2025-08-20,MEDPLUS PHARMACY TXN91688,9101.53,Net Banking,Healthcare
2025-08-20,UPI INVESTMENT ACCOUNT VIJAYAWADA,6947.05,Cash,Investment
2025-08-20,INVESTMENT ACCOUNT,18327.88,Net Banking,Investment
2025-08-20,INDEX FUND SIP,22700.61,Wallet,Investment
2025-08-20,GAME PURCHASE,3583.72,Credit Card,Entertainment
2025-08-20,INDEX FUND SIP REF813341,6559.34,Net Banking,Investment
2025-08-20,CLOTHING STORE,5916.07,UPI,Shopping
2025-08-20,UPI TRANSFER,2949.77,Debit Card,Other
2025-08-21,EXAM FEE,7116.54,UPI,Education
2025-08-21,MOVIE TICKET TXN28924,1028.44,UPI,Entertainment
2025-08-21,INDIAN OIL PETROL REF527819,466.82,UPI,Transport
2025-08-21,CAFE COFFEE DAY,1794.03,Wallet,Food
2025-08-21,PERSONAL TRANSFER TXN17977,1258.35,Wallet,Other
2025-08-21,ONLINE COURSE PAYMENT REF345749,19499.12,Wallet,Education
2025-08-21,UPI GOLD SAVINGS VIJAYAWADA,1177.14,Credit Card,Investment
2025-08-21,ACCOMMODATION PAYMENT,22846.62,Credit Card,Rent
2025-08-22,AMAZON PURCHASE TXN62479,11917.93,UPI,Shopping
2025-08-22,DONATION PAYMENT TXN53744,3166.62,Wallet,Other
2025-08-22,UPI DMART PURCHASE BLR,10207.87,Wallet,Shopping
2025-08-22,CASH WITHDRAWAL,2888.75,Cash,Other
2025-08-22,CASH WITHDRAWAL,4231.28,Cash,Other
2025-08-22,UBER TRIP,515.99,Net Banking,Transport
2025-08-22,UPI INDEX FUND SIP HYD,28515.12,Net Banking,Investment
2025-08-22,CLOTHING STORE TXN83825,13374.33,Debit Card,Shopping
2025-08-22,COLLEGE FEE TXN77174,13904.72,Wallet,Education
2025-08-23,MUTUAL FUND INVESTMENT,26480.87,Credit Card,Investment
2025-08-23,STOCK INVESTMENT REF653894,15746.11,Net Banking,Investment
2025-08-23,SPOTIFY PREMIUM TXN39536,1415.05,Credit Card,Entertainment
2025-08-23,RAPIDO RIDE,866.26,Wallet,Transport
2025-08-23,APARTMENT RENT TXN87989,13685.43,Debit Card,Rent
2025-08-23,STOCK INVESTMENT,3537.4,Credit Card,Investment
2025-08-24,DENTAL CLINIC REF711999,7952.22,Credit Card,Healthcare
2025-08-24,MOVIE TICKET REF759513,1892.77,Debit Card,Entertainment
2025-08-24,UPI APOLLO PHARMACY VIJAYAWADA,4147.12,Cash,Healthcare
2025-08-24,BUS TICKET TXN11050,1882.82,UPI,Transport
2025-08-24,ACCOMMODATION PAYMENT REF153035,9271.24,Debit Card,Rent
2025-08-24,HP FUEL STATION TXN56285,1455.47,Wallet,Transport
2025-08-24,PHARMACY UPI REF232858,7989.16,Wallet,Healthcare
2025-08-24,UPI TRANSFER REF593107,2410.26,Credit Card,Other
2025-08-24,UPI UDEMY COURSE GUNTUR,20252.89,Net Banking,Education
2025-08-24,KFC RESTAURANT REF566765,533.63,UPI,Food
2025-08-25,UPI HOSTEL RENT VIJAYAWADA,20835.46,Wallet,Rent
2025-08-25,ENTERTAINMENT EVENT TXN21835,1375.9,Credit Card,Entertainment
2025-08-25,INOX MOVIES REF825690,2481.01,UPI,Entertainment
2025-08-25,SIP INVESTMENT REF707065,18846.51,Cash,Investment
2025-08-25,GIFT PURCHASE,8278.4,Net Banking,Other
2025-08-25,ACCOMMODATION PAYMENT TXN47938,17685.78,Net Banking,Rent
2025-08-25,DOMINOS PIZZA,1440.1,Credit Card,Food
2025-08-25,BOOK STORE,8708.41,Wallet,Education
2025-08-25,AJIO PURCHASE TXN50544,6189.15,Credit Card,Shopping
2025-08-25,INDIAN OIL PETROL REF368534,979.68,Cash,Transport
2025-08-25,STATIONERY STORE,20298.37,Net Banking,Education
2025-08-25,INVESTMENT ACCOUNT TXN12674,21030.78,UPI,Investment
2025-08-25,BOOK STORE,5059.58,Wallet,Education
2025-08-26,BUS TICKET,2786.17,Debit Card,Transport
2025-08-26,ZOMATO FOOD ORDER REF159626,1314.17,UPI,Food
2025-08-26,CASH WITHDRAWAL,4601.01,Cash,Other
2025-08-26,NETFLIX SUBSCRIPTION,2632.13,Credit Card,Entertainment
2025-08-26,UPI HOUSE RENT HYD,20026.71,Debit Card,Rent
2025-08-27,ROOM RENT REF476630,18058.93,Debit Card,Rent
2025-08-27,BANK CHARGE TXN16285,6933.82,Cash,Other
2025-08-27,JIO RECHARGE REF414107,4282.27,Net Banking,Bills
2025-08-27,UPI BANK CHARGE VIJAYAWADA,8737.34,Net Banking,Other
2025-08-27,UPI MCDONALDS ORDER BLR,505.75,UPI,Food
2025-08-27,UPI PERSONAL TRANSFER HYD,2026.7,Net Banking,Other
2025-08-27,YOUTUBE PREMIUM,2533.11,Credit Card,Entertainment
2025-08-27,HP FUEL STATION,2747.08,Credit Card,Transport
2025-08-27,UPI OLA CAB CHENNAI,1219.85,UPI,Transport
2025-08-27,UPI INDEX FUND SIP HYD,5608.71,Cash,Investment
2025-08-27,HOSPITAL PAYMENT REF949434,7194.53,Net Banking,Healthcare
2025-08-27,GAME PURCHASE,1371.6,Debit Card,Entertainment
2025-08-27,UPI GAME PURCHASE GUNTUR,2305.04,Wallet,Entertainment
2025-08-27,UPI MUTUAL FUND INVESTMENT CHENNAI,5080.04,Cash,Investment
2025-08-28,INVESTMENT ACCOUNT,15739.55,Wallet,Investment
2025-08-28,CLOTHING STORE,2072.69,Cash,Shopping
2025-08-28,HOSTEL RENT TXN14015,11161.91,Net Banking,Rent
2025-08-28,GAS BILL PAYMENT TXN41547,375.28,Net Banking,Bills
2025-08-28,GROCERY FOOD STORE TXN44410,1467.93,Debit Card,Food
2025-08-28,METRO TICKET,536.95,UPI,Transport
2025-08-28,PG RENT PAYMENT,13889.47,Net Banking,Rent
2025-08-28,UPI TRANSFER TXN92275,400.09,Net Banking,Other
2025-08-28,HOSPITAL PAYMENT REF316265,7207.84,Cash,Healthcare
2025-08-28,INVESTMENT ACCOUNT,24581.1,Credit Card,Investment
2025-08-28,ACT FIBERNET REF924556,5121.86,Credit Card,Bills
2025-08-28,TRAINING PROGRAM,20277.93,Cash,Education
2025-08-28,RECURRING DEPOSIT,25088.36,UPI,Investment
2025-08-28,DIAGNOSTIC LAB TXN13211,8511.65,UPI,Healthcare
2025-08-28,UPI ACCOMMODATION PAYMENT GUNTUR,11862.59,Net Banking,Rent
2025-08-29,STOCK INVESTMENT TXN22045,18452.27,Net Banking,Investment
2025-08-29,HOSTEL RENT REF346729,18870.87,Cash,Rent
2025-08-29,MUTUAL FUND INVESTMENT TXN68688,3668.36,UPI,Investment
2025-08-29,NETFLIX SUBSCRIPTION,1312.85,Net Banking,Entertainment
2025-08-29,UPI AMAZON PURCHASE HYD,14920.69,Credit Card,Shopping
2025-08-29,RECURRING DEPOSIT,14009.97,Wallet,Investment
2025-08-29,UPI NETFLIX SUBSCRIPTION HYD,597.88,Debit Card,Entertainment
2025-08-29,BUS TICKET,1615.36,Debit Card,Transport
2025-08-29,PVR CINEMAS,3110.49,Cash,Entertainment
2025-08-29,UPI DOMINOS PIZZA VIJAYAWADA,210.58,Cash,Food
2025-08-29,CASH WITHDRAWAL,6427.82,Cash,Other
2025-08-29,DONATION PAYMENT REF827953,6886.31,Wallet,Other
2025-08-29,UPI TRANSFER,7503.41,Wallet,Other
2025-08-30,GAME PURCHASE,2716.23,Debit Card,Entertainment
2025-08-30,CERTIFICATION EXAM TXN64305,15609.15,UPI,Education
2025-08-30,ACT FIBERNET REF233411,2704.11,Cash,Bills
2025-08-30,TATA PLAY RECHARGE REF972380,4566.38,UPI,Bills
2025-08-30,ZOMATO FOOD ORDER,1187.67,Net Banking,Food
2025-08-30,BANK CHARGE TXN30865,5999.92,Net Banking,Other
2025-08-30,HOSTEL FEE RENT,13852.44,Debit Card,Rent
2025-08-30,JIO RECHARGE REF931578,3992.75,UPI,Bills
2025-08-30,MONTHLY RENT TXN37248,13930.46,Debit Card,Rent
2025-08-31,ACCOMMODATION PAYMENT,13607.84,Wallet,Rent
2025-08-31,SIP INVESTMENT,22181.09,Wallet,Investment
2025-08-31,BANK CHARGE TXN62431,8767.49,Wallet,Other
2025-08-31,ATM FEE TXN96951,5054.54,Credit Card,Other
2025-08-31,UBER TRIP TXN15771,2070.55,UPI,Transport
2025-08-31,COURSERA COURSE REF838482,2216.11,Net Banking,Education
2025-08-31,MOVIE TICKET,2529.85,UPI,Entertainment
2025-08-31,GOLD SAVINGS,5143.22,Cash,Investment
2025-08-31,UPI INOX MOVIES VIJAYAWADA,1526.64,Debit Card,Entertainment
2025-08-31,DONATION PAYMENT REF419690,8122.45,Credit Card,Other
2025-09-01,FLIPKART ORDER REF273982,11910.17,Wallet,Shopping
2025-09-01,DOMINOS PIZZA TXN56038,1699.07,Credit Card,Food
2025-09-01,UPI ROOM RENT HYD,6803.56,Credit Card,Rent
2025-09-01,MONTHLY RENT,22963.97,Debit Card,Rent
2025-09-01,BROADBAND BILL,3472.22,Cash,Bills
2025-09-01,CASH WITHDRAWAL TXN17722,306.12,Cash,Other
2025-09-01,UPI GAS BILL PAYMENT HYD,4942.6,Credit Card,Bills
2025-09-01,FLIPKART ORDER TXN36094,5145.61,Net Banking,Shopping
2025-09-01,ACCOMMODATION PAYMENT REF470054,8482.32,UPI,Rent
2025-09-01,UPI MONTHLY RENT BLR,12289.74,Wallet,Rent
2025-09-01,CASH WITHDRAWAL TXN58573,3571.31,UPI,Other
2025-09-02,EXAM FEE TXN96605,18297.85,Debit Card,Education
2025-09-02,UPI MEESHO ORDER GUNTUR,3302.75,UPI,Shopping
2025-09-02,UPI RECURRING DEPOSIT HYD,7509.07,UPI,Investment
2025-09-02,EXAM FEE,15205.8,UPI,Education
2025-09-02,GIFT PURCHASE,3401.33,Credit Card,Other
2025-09-02,METRO TICKET TXN73719,986.58,Credit Card,Transport
2025-09-02,UPI DONATION PAYMENT HYD,1911.67,Cash,Other
2025-09-02,TEA SHOP UPI REF747255,1792.15,Debit Card,Food
2025-09-03,MYNTRA SHOPPING,2054.39,UPI,Shopping
2025-09-03,DENTAL CLINIC REF335212,5233.34,Credit Card,Healthcare
2025-09-03,ROOM RENT,5273.83,Credit Card,Rent
2025-09-03,DENTAL CLINIC TXN83929,3144.42,UPI,Healthcare
2025-09-03,MEDICAL STORE,9465.77,Credit Card,Healthcare
2025-09-03,JIO RECHARGE,1582.42,UPI,Bills
2025-09-03,UPI MISCELLANEOUS PAYMENT GUNTUR,5635.1,Debit Card,Other
2025-09-03,UPI MEDICAL STORE HYD,6981.01,Wallet,Healthcare
2025-09-03,COURSERA COURSE,19732.5,Net Banking,Education
2025-09-04,WATER BILL,1778.28,Debit Card,Bills
2025-09-04,PG RENT PAYMENT REF668714,15966.27,Net Banking,Rent
2025-09-04,GIFT PURCHASE,5111.27,Net Banking,Other
2025-09-04,ENTERTAINMENT EVENT TXN76412,2323.4,Debit Card,Entertainment
2025-09-04,FLIPKART ORDER,13701.64,Wallet,Shopping
2025-09-04,HOTSTAR SUBSCRIPTION REF708230,3822.06,Wallet,Entertainment
2025-09-04,FIXED DEPOSIT TXN71436,27337.18,Net Banking,Investment
2025-09-04,NETFLIX SUBSCRIPTION,1569.82,Wallet,Entertainment
2025-09-04,METRO TICKET,975.29,Net Banking,Transport
2025-09-05,STATIONERY STORE,24515.55,Net Banking,Education
2025-09-05,AJIO PURCHASE REF520009,9326.72,Debit Card,Shopping
2025-09-05,PERSONAL TRANSFER REF203760,2958.12,UPI,Other
2025-09-05,HEALTH CHECKUP,5041.05,Cash,Healthcare
2025-09-05,GIFT PURCHASE,8773.25,Debit Card,Other
2025-09-05,COURSERA COURSE REF437057,17256.04,Net Banking,Education
2025-09-05,EYE HOSPITAL TXN78295,4060.06,Credit Card,Healthcare
2025-09-05,HOSTEL FEE RENT TXN50950,8848.95,UPI,Rent
2025-09-05,SWIGGY ORDER,766.06,UPI,Food
2025-09-06,TATA PLAY RECHARGE TXN83420,4627.76,Net Banking,Bills
2025-09-06,CASH WITHDRAWAL,862.36,UPI,Other
2025-09-06,DMART PURCHASE,5212.09,Cash,Shopping
2025-09-06,FIXED DEPOSIT TXN34488,14102.05,Wallet,Investment
2025-09-06,GAME PURCHASE,3915.03,Wallet,Entertainment
2025-09-06,HOSTEL RENT,9239.45,Wallet,Rent
2025-09-06,BROADBAND BILL,5377.14,Debit Card,Bills
2025-09-06,UPI BANK CHARGE HYD,3904.69,Cash,Other
2025-09-07,UPI ROOM RENT HYD,9897.87,Net Banking,Rent
2025-09-07,PG RENT PAYMENT TXN28941,18476.04,Wallet,Rent
2025-09-07,GIFT PURCHASE REF912010,8408.71,Wallet,Other
2025-09-07,SHOPPING MALL TXN31331,693.27,Credit Card,Shopping
2025-09-07,UPI MISCELLANEOUS PAYMENT CHENNAI,1346.35,UPI,Other
2025-09-07,DENTAL CLINIC REF230120,4582.57,Credit Card,Healthcare
2025-09-07,SHOPPING MALL,8713.77,Credit Card,Shopping
2025-09-07,BOOK STORE,19181.8,UPI,Education
2025-09-07,MOBILE POSTPAID BILL,591.36,Debit Card,Bills
2025-09-07,AIRTEL RECHARGE,3509.65,Debit Card,Bills
2025-09-07,UPI ROOM RENT GUNTUR,15500.54,Net Banking,Rent
2025-09-07,UPI GOLD SAVINGS VIJAYAWADA,6915.38,UPI,Investment
2025-09-08,UPI DOCTOR CONSULTATION VIJAYAWADA,1657.84,Wallet,Healthcare
2025-09-08,HEALTH CHECKUP REF270667,6218.88,UPI,Healthcare
2025-09-08,UPI LIBRARY FEE GUNTUR,12063.8,Credit Card,Education
2025-09-08,SHOPPING MALL,7328.89,Net Banking,Shopping
2025-09-08,DIAGNOSTIC LAB REF879930,800.17,Net Banking,Healthcare
2025-09-08,UPI WATER BILL HYD,254.72,UPI,Bills
2025-09-09,WATER BILL REF209471,559.07,Credit Card,Bills
2025-09-09,MEESHO ORDER REF109717,4546.04,UPI,Shopping
2025-09-09,MYNTRA SHOPPING TXN84473,9484.61,Cash,Shopping
2025-09-09,NETFLIX SUBSCRIPTION REF708447,582.11,UPI,Entertainment
2025-09-09,HOUSE RENT REF481294,6324.23,UPI,Rent
2025-09-09,FLIPKART ORDER,7228.77,Wallet,Shopping
2025-09-09,AMAZON PRIME TXN69198,211.42,Wallet,Entertainment
2025-09-09,BROADBAND BILL REF159383,5766.98,Net Banking,Bills
2025-09-09,UBER TRIP REF128062,2989.46,Net Banking,Transport
2025-09-09,RELIANCE TRENDS TXN33203,2524.51,Net Banking,Shopping
2025-09-09,INDEX FUND SIP,4483.59,Debit Card,Investment
2025-09-09,PG RENT PAYMENT TXN87120,15025.53,Debit Card,Rent
2025-09-09,BANK CHARGE,9152.39,Wallet,Other
2025-09-09,MOVIE TICKET TXN96057,3861.16,Debit Card,Entertainment
2025-09-09,MCDONALDS ORDER,1228.93,UPI,Food
2025-09-10,UPI SPOTIFY PREMIUM VIJAYAWADA,2423.06,Cash,Entertainment
2025-09-10,PETROL PUMP TXN40179,2284.03,Credit Card,Transport
2025-09-10,FIXED DEPOSIT TXN78484,14749.05,Wallet,Investment
2025-09-10,PG RENT PAYMENT REF170403,3000.79,UPI,Rent
2025-09-10,UPI TEA SHOP UPI HYD,1395.13,Net Banking,Food
2025-09-10,RESTAURANT PAYMENT,263.08,UPI,Food
2025-09-10,UPI AJIO PURCHASE HYD,11230.74,Credit Card,Shopping
2025-09-10,PERSONAL TRANSFER REF611430,1189.03,Cash,Other
2025-09-10,MCDONALDS ORDER TXN95986,978.95,Debit Card,Food
2025-09-10,ACT FIBERNET TXN18450,1971.98,Net Banking,Bills
2025-09-10,RAILWAY TICKET,1656.22,UPI,Transport
2025-09-10,UPI TRANSFER,7358.61,Credit Card,Other
2025-09-11,NETFLIX SUBSCRIPTION REF878727,3337.81,Debit Card,Entertainment
2025-09-11,ATM FEE,5852.57,Cash,Other
2025-09-11,MONTHLY RENT REF925717,16878.61,UPI,Rent
2025-09-11,UPI OLA CAB VIJAYAWADA,422.04,Cash,Transport
2025-09-11,HOSPITAL PAYMENT TXN75740,6747.25,Net Banking,Healthcare
2025-09-11,HOUSE RENT,18836.35,Cash,Rent
2025-09-11,UPI TRANSFER REF455429,4675.22,Credit Card,Other
2025-09-11,GROCERY FOOD STORE,182.07,UPI,Food
2025-09-11,INDIAN OIL PETROL,2535.13,Wallet,Transport
2025-09-11,HOUSE RENT TXN61237,7243.89,UPI,Rent
2025-09-11,MYNTRA SHOPPING,10837.43,Credit Card,Shopping
2025-09-11,AMAZON PURCHASE TXN47464,11232.78,Credit Card,Shopping
2025-09-12,ACT FIBERNET,4028.83,Credit Card,Bills
2025-09-12,RAILWAY TICKET,607.02,Credit Card,Transport
2025-09-12,COURSERA COURSE,4895.86,Cash,Education
2025-09-12,RESTAURANT PAYMENT REF468145,1567.9,Debit Card,Food
2025-09-12,INDEX FUND SIP,10941.1,Cash,Investment
2025-09-12,INVESTMENT ACCOUNT,29149.4,Cash,Investment
2025-09-12,ELECTRICITY BILL TXN51776,515.59,Cash,Bills
2025-09-12,YOUTUBE PREMIUM,2934.58,UPI,Entertainment
2025-09-12,MISCELLANEOUS PAYMENT,1994.71,Cash,Other
2025-09-12,ROOM RENT,19450.17,Credit Card,Rent
2025-09-12,VI MOBILE RECHARGE,2716.73,Debit Card,Bills
2025-09-12,UPI PERSONAL TRANSFER GUNTUR,1042.77,Net Banking,Other
2025-09-12,UPI HOSPITAL PAYMENT VIJAYAWADA,4297.77,Debit Card,Healthcare
2025-09-12,STATIONERY STORE,11717.3,Cash,Education
2025-09-12,AJIO PURCHASE,10029.49,Cash,Shopping
2025-09-12,MOVIE TICKET REF435729,3695.33,Cash,Entertainment
2025-09-13,PERSONAL TRANSFER TXN56173,1942.42,UPI,Other
2025-09-13,HOTSTAR SUBSCRIPTION,1112.56,Credit Card,Entertainment
2025-09-13,YOUTUBE PREMIUM,1253.68,Cash,Entertainment
2025-09-13,ROOM RENT,6930.42,UPI,Rent
2025-09-13,DOCTOR CONSULTATION,7879.01,Wallet,Healthcare
2025-09-13,SPOTIFY PREMIUM,3661.14,UPI,Entertainment
2025-09-13,UPI COURSERA COURSE HYD,22483.43,Cash,Education
2025-09-13,UPI MEESHO ORDER BLR,2377.15,Wallet,Shopping
2025-09-13,BOOK STORE TXN71873,7075.97,UPI,Education
2025-09-13,INDEX FUND SIP REF636294,6029.41,Net Banking,Investment
2025-09-13,RESTAURANT PAYMENT TXN15288,827.93,Net Banking,Food
2025-09-13,UPI YOUTUBE PREMIUM GUNTUR,141.27,Net Banking,Entertainment
2025-09-13,UPI UBER TRIP CHENNAI,2445.17,UPI,Transport
2025-09-14,TRAINING PROGRAM,15284.64,Debit Card,Education
2025-09-14,UPI ENTERTAINMENT EVENT VIJAYAWADA,1438.31,Wallet,Entertainment
2025-09-14,ONLINE COURSE PAYMENT TXN95594,20275.46,UPI,Education
2025-09-14,FIXED DEPOSIT TXN61195,12235.99,UPI,Investment
2025-09-14,GROCERY FOOD STORE REF852908,1673.26,Wallet,Food
2025-09-14,EXAM FEE,12433.94,Credit Card,Education
2025-09-14,JIO RECHARGE,1740.49,Wallet,Bills
2025-09-14,HOSTEL FEE RENT TXN19989,20102.63,UPI,Rent
2025-09-14,UPI HOUSE RENT CHENNAI,10077.31,Wallet,Rent
2025-09-14,BAKERY PURCHASE,1048.09,Net Banking,Food
2025-09-15,ATM FEE REF674083,9791.94,Debit Card,Other
2025-09-15,GROCERY FOOD STORE,560.98,Credit Card,Food
2025-09-15,UPI MEDPLUS PHARMACY CHENNAI,540.63,Debit Card,Healthcare
2025-09-15,APARTMENT RENT,10123.71,UPI,Rent
2025-09-15,LIBRARY FEE,23746.05,Wallet,Education
2025-09-15,HOSPITAL PAYMENT,352.8,Debit Card,Healthcare
2025-09-15,MEESHO ORDER,4697.92,Wallet,Shopping
2025-09-15,HOSTEL FEE RENT,23110.31,Cash,Rent
2025-09-15,TRAINING PROGRAM,10524.75,Wallet,Education
2025-09-15,UPI HOSTEL FEE RENT CHENNAI,18451.21,Cash,Rent
2025-09-16,MISCELLANEOUS PAYMENT TXN84531,6229.22,Wallet,Other
2025-09-16,UPI AMAZON PRIME CHENNAI,442.94,Wallet,Entertainment
2025-09-16,SPOTIFY PREMIUM REF748938,973.58,Cash,Entertainment
2025-09-16,FLIPKART ORDER,8493.04,Wallet,Shopping
2025-09-16,VI MOBILE RECHARGE,5658.93,Net Banking,Bills
2025-09-16,UPI BAKERY PURCHASE BLR,749.53,Wallet,Food
2025-09-16,UPI HOTSTAR SUBSCRIPTION HYD,1478.62,Credit Card,Entertainment
2025-09-16,APARTMENT RENT,20213.59,Debit Card,Rent
2025-09-16,UPI RESTAURANT PAYMENT CHENNAI,978.63,UPI,Food
2025-09-16,UPI DOCTOR CONSULTATION CHENNAI,7737.39,Cash,Healthcare
2025-09-16,UPI OLA CAB VIJAYAWADA,2395.22,Credit Card,Transport
2025-09-16,TATA PLAY RECHARGE,3192.0,Debit Card,Bills
2025-09-16,UPI ENTERTAINMENT EVENT VIJAYAWADA,781.95,Net Banking,Entertainment
2025-09-16,SWIGGY ORDER REF178638,193.5,UPI,Food
